Variable,Value
aq_hr[1],33.0
aq_hr[2],17.987776025236595
aq_hr[3],10.89480440645245
aq_hr[4],6.77058822735373
aq_hr[5],2.9393811417206734
aq_hr[6],1.9379516044782985
aq_hr[7],1.283816520316854
aq_hr[8],0.8869268705028106
aq_hr[9],0.6155328438820767
aq_hr[10],0.4466011170122324
aq_hr[11],0.32262351986057164
aq_hr[12],0.19744152319542868
aq_hr[13],0.1065063106196161
aq_hr[14],0.049053379654460404
aq_hr[15],0.02212818072740643
aq_hr[16],0.008516208355657993
aq_hr[17],0.003035746196180925
aq_hr[18],0.0008523072916722469
aq_hr[19],0.00019627265707278872
aq_hr[20],3.8387712108873507e-05
aq_hr[21],1.1504203944299632e-05
aq_hr[22],4.064576787891353e-06
aq_hr[23],1.5771070817370236e-06
aq_hr[24],6.567133589567416e-07
aq_hr[25],0.0
aq_hr[26],0.0
aq_hr[27],0.0
aq_hr[28],0.0
aq_hr[29],0.0
aq_hr[30],0.0
aq_hr[31],0.0
aq_hr[32],0.0
aq_hr[33],0.0
aq_hr[34],0.0
aq_hr[35],0.0
aq_hr[36],0.0
aq_hr[37],0.0
aq_hr[38],0.0
aq_hr[39],0.0
aq_hr[40],0.0
aq_hr[41],0.0
aq_hr[42],0.0
aq_hr[43],0.0
aq_hr[44],0.0
aq_hr[45],0.0
aq_hr[46],0.0
aq_hr[47],0.0
aq_hr[48],0.0
aq_hr[49],0.0
aq_hr[50],0.0
aq_hr[51],0.0
aq_hr[52],0.0
aq_hr[53],0.0
aq_hr[54],0.0
aq_hr[55],0.0
aq_hr[56],0.0
aq_hr[57],0.0
aq_hr[58],0.0
aq_hr[59],0.0
aq_hr[60],0.0
aq_hr[61],0.0
aq_hr[62],0.0
aq_hr[63],0.0
aq_hr[64],0.0
aq_hr[65],0.0
aq_hr[66],0.0
aq_hr[67],0.0
aq_hr[68],0.0
aq_hr[69],0.0
aq_hr[70],0.0
aq_hr[71],0.0
aq_hr[72],0.0
aq_hr[73],0.0
aq_hr[74],0.0
aq_hr[75],0.0
aq_hr[76],0.0
aq_hr[77],0.0
aq_hr[78],0.0
aq_hr[79],0.0
aq_hr[80],0.0
aq_hr[81],0.0
aq_hr[82],0.0
aq_hr[83],0.0
aq_hr[84],0.0
aq_hr[85],0.0
aq_hr[86],0.0
aq_hr[87],0.0
aq_hr[88],0.0
aq_hr[89],0.0
aq_hr[90],0.0
aq_hr[91],0.0
aq_hr[92],0.0
aq_hr[93],0.0
aq_hr[94],0.0
aq_hr[95],0.0
aq_hr[96],0.0
aq_hr[97],0.0
aq_hr[98],0.0
aq_hr[99],0.0
aq_hr[100],0.0
aq_hr[101],0.0
aq_hr[102],0.0
aq_hr[103],0.0
aq_hr[104],0.0
aq_hr[105],0.0
aq_hr[106],0.0
aq_hr[107],0.0
aq_hr[108],0.0
aq_hr[109],0.0
aq_hr[110],0.0
aq_hr[111],0.0
aq_hr[112],0.0
aq_hr[113],0.0
aq_hr[114],0.0
aq_hr[115],0.0
aq_hr[116],0.0
aq_hr[117],0.0
aq_hr[118],0.0
aq_hr[119],0.0
aq_hr[120],0.0
aq_hr[121],0.0
aq_hr[122],0.0
aq_hr[123],0.0
aq_hr[124],0.0
aq_hr[125],0.0
aq_hr[126],0.0
aq_hr[127],0.0
aq_hr[128],0.0
aq_hr[129],0.0
aq_hr[130],0.0
aq_hr[131],0.0
aq_hr[132],0.0
aq_hr[133],0.0
aq_hr[134],0.0
aq_hr[135],0.0
aq_hr[136],0.0
aq_hr[137],0.0
aq_hr[138],0.0
aq_hr[139],0.0
aq_hr[140],0.0
aq_hr[141],0.0
aq_hr[142],0.0
aq_hr[143],0.0
aq_hr[144],0.0
aq_hr[145],0.0
aq_hr[146],0.0
aq_hr[147],0.2430981595092025
aq_hr[148],0.0
aq_hr[149],0.0
aq_hr[150],0.0
aq_hr[151],0.0
aq_hr[152],0.0
aq_hr[153],0.0
aq_hr[154],0.0
aq_hr[155],0.0
aq_hr[156],0.0
aq_hr[157],0.0
aq_hr[158],0.0
aq_hr[159],0.0
aq_hr[160],0.21892265193370167
aq_hr[161],0.0
aq_hr[162],0.0
aq_hr[163],0.0
aq_hr[164],0.0
aq_hr[165],0.0
aq_hr[166],0.20746073298429318
aq_hr[167],0.0
aq_hr[168],0.0
aq_hr[169],0.0
aq_hr[170],4.875
aq_hr[171],7.64313880126183
aq_hr[172],8.563959736886623
aq_hr[173],9.224518983087528
aq_hr[174],9.530908634996859
aq_hr[175],9.475091549383343
aq_hr[176],9.23892229088318
aq_hr[177],9.246729790638728
aq_hr[178],9.629627621053983
aq_hr[179],10.160663110610072
aq_hr[180],10.291883487990859
aq_hr[181],0.0
aq_hr[182],4.875
aq_hr[183],7.47397476340694
aq_hr[184],6.25
aq_hr[185],9.621451104100945
aq_hr[186],11.47047189244594
aq_hr[187],12.292803804537765
aq_hr[188],12.33823406092249
aq_hr[189],11.932593605346003
aq_hr[190],11.595199659177073
aq_hr[191],11.07828503158162
aq_hr[192],10.653356195518246
aq_hr[193],8.907816225432775
aq_hr[194],1.9970439970092522
aq_hr[195],0.0
aq_hr[196],0.0
aq_hr[197],0.0
aq_hr[198],0.0
aq_hr[199],0.0
aq_hr[200],0.0
aq_hr[201],0.0
aq_hr[202],0.0
aq_hr[203],0.0
aq_hr[204],0.0
aq_hr[205],0.0
aq_hr[206],0.0
aq_hr[207],0.0
aq_hr[208],0.0
aq_hr[209],0.0
aq_hr[210],0.0
aq_hr[211],0.0
aq_hr[212],0.0
aq_hr[213],0.0
aq_hr[214],0.0
aq_hr[215],0.0
aq_hr[216],0.0
aq_hr[217],0.0
aq_hr[218],0.0
aq_hr[219],0.0
aq_hr[220],0.0
aq_hr[221],0.0
aq_hr[222],0.0
aq_hr[223],0.0
aq_hr[224],0.0
aq_hr[225],0.0
aq_hr[226],0.0
aq_hr[227],0.0
aq_hr[228],0.0
aq_hr[229],0.0
aq_hr[230],0.0
aq_hr[231],0.0
aq_hr[232],0.0
aq_hr[233],0.0
aq_hr[234],0.0
aq_hr[235],0.0
aq_hr[236],0.0
aq_hr[237],0.0
aq_hr[238],0.0
aq_hr[239],0.0
aq_hr[240],0.0
aq_hr[241],0.0
aq_hr[242],0.0
aq_hr[243],0.0
aq_hr[244],0.0
aq_hr[245],0.0
aq_hr[246],0.0
aq_hr[247],0.0
aq_hr[248],0.0
aq_hr[249],0.0
aq_hr[250],0.0
aq_hr[251],0.0
aq_hr[252],0.0
aq_hr[253],0.0
aq_hr[254],0.0
aq_hr[255],0.0
aq_hr[256],0.0
aq_hr[257],0.0
aq_hr[258],0.0
aq_hr[259],0.0
aq_hr[260],0.0
aq_hr[261],0.0
aq_hr[262],0.0
aq_hr[263],0.0
aq_hr[264],0.0
aq_hr[265],0.0
aq_hr[266],0.0
aq_hr[267],0.0
aq_hr[268],0.0
aq_hr[269],0.0
aq_hr[270],0.0
aq_hr[271],0.0
aq_hr[272],0.0
aq_hr[273],0.0
aq_hr[274],0.0
aq_hr[275],0.0
aq_hr[276],0.0
aq_hr[277],0.0
aq_hr[278],0.0
aq_hr[279],0.0
aq_hr[280],0.0
aq_hr[281],0.0
aq_hr[282],0.0
aq_hr[283],0.0
aq_hr[284],0.0
aq_hr[285],0.0
aq_hr[286],0.0
aq_hr[287],0.0
aq_hr[288],0.0
aq_hr[289],0.0
aq_hr[290],0.0
aq_hr[291],0.0
aq_hr[292],0.0
aq_hr[293],0.0
aq_hr[294],0.0
aq_hr[295],0.0
aq_hr[296],0.0
aq_hr[297],0.0
aq_hr[298],0.0
aq_hr[299],0.0
aq_hr[300],0.0
aq_hr[301],0.0
aq_hr[302],0.0
aq_hr[303],0.0
aq_hr[304],0.0
aq_hr[305],0.0
aq_hr[306],0.0
aq_hr[307],0.0
aq_hr[308],0.0
aq_hr[309],0.0
aq_hr[310],0.0
aq_hr[311],0.0
aq_hr[312],0.0
aq_hr[313],0.0
aq_hr[314],0.0
aq_hr[315],0.0
aq_hr[316],0.0
aq_hr[317],0.0
aq_hr[318],0.0
aq_hr[319],0.0
aq_hr[320],0.0
aq_hr[321],0.0
aq_hr[322],0.0
aq_hr[323],0.0
aq_hr[324],0.0
aq_hr[325],0.0
aq_hr[326],0.0
aq_hr[327],0.0
aq_hr[328],0.0
aq_hr[329],0.0
aq_hr[330],0.0
aq_hr[331],0.0
aq_hr[332],0.0
aq_hr[333],0.0
aq_hr[334],0.0
aq_hr[335],0.0
aq_hr[336],0.0
aq_hr[337],0.0
aq_hr[338],0.0
aq_hr[339],0.0
aq_hr[340],0.0
aq_hr[341],0.0
aq_hr[342],0.0
aq_hr[343],0.0
aq_hr[344],0.0
aq_hr[345],0.0
aq_hr[346],0.0
aq_hr[347],0.0
aq_hr[348],0.0
aq_hr[349],0.0
aq_hr[350],0.0
aq_hr[351],0.0
aq_hr[352],0.0
aq_hr[353],0.0
aq_hr[354],0.0
aq_hr[355],0.0
aq_hr[356],0.0
aq_hr[357],0.0
aq_hr[358],0.0
aq_hr[359],0.0
aq_hr[360],0.0
aq_hr[361],0.0
aq_hr[362],0.0
aq_hr[363],0.0
aq_hr[364],0.0
aq_hr[365],0.0
aq_hr[366],0.0
aq_hr[367],0.0
aq_hr[368],0.0
aq_hr[369],0.0
aq_hr[370],0.0
aq_hr[371],0.0
aq_hr[372],0.0
aq_hr[373],0.0
aq_hr[374],0.0
aq_hr[375],0.0
aq_hr[376],0.0
aq_hr[377],0.0
aq_hr[378],0.0
aq_hr[379],0.0
aq_hr[380],0.0
aq_hr[381],0.0
aq_hr[382],0.0
aq_hr[383],0.0
aq_hr[384],0.0
aq_hr[385],0.0
aq_hr[386],0.0
aq_hr[387],0.0
aq_hr[388],0.0
aq_hr[389],0.0
aq_hr[390],0.0
aq_hr[391],0.0
aq_hr[392],0.0
aq_hr[393],0.0
aq_hr[394],0.0
aq_hr[395],0.0
aq_hr[396],0.0
aq_hr[397],0.0
aq_hr[398],0.0
aq_hr[399],0.0
aq_hr[400],0.0
aq_hr[401],0.0
aq_hr[402],0.0
aq_hr[403],0.0
aq_hr[404],0.0
aq_hr[405],0.0
aq_hr[406],0.0
aq_hr[407],0.0
aq_hr[408],0.0
aq_hr[409],0.0
aq_hr[410],0.0
aq_hr[411],0.0
aq_hr[412],0.0
aq_hr[413],0.0
aq_hr[414],0.0
aq_hr[415],0.0
aq_hr[416],0.0
aq_hr[417],0.0
aq_hr[418],0.0
aq_hr[419],0.0
aq_hr[420],0.0
aq_hr[421],0.0
aq_hr[422],0.0
aq_hr[423],0.0
aq_hr[424],0.0
aq_hr[425],0.0
aq_hr[426],0.0
aq_hr[427],0.0
aq_hr[428],0.0
aq_hr[429],0.0
aq_hr[430],0.0
aq_hr[431],0.0
aq_hr[432],0.0
aq_hr[433],0.0
aq_hr[434],0.0
aq_hr[435],0.0
aq_hr[436],0.0
aq_hr[437],0.0
aq_hr[438],0.0
aq_hr[439],0.0
aq_hr[440],0.0
aq_hr[441],0.0
aq_hr[442],0.0
aq_hr[443],0.0
aq_hr[444],0.0
aq_hr[445],0.0
aq_hr[446],0.0
aq_hr[447],0.0
aq_hr[448],0.0
aq_hr[449],0.0
aq_hr[450],0.0
aq_hr[451],0.0
aq_hr[452],0.0
aq_hr[453],0.0
aq_hr[454],0.0
aq_hr[455],0.0
aq_hr[456],0.0
aq_hr[457],0.0
aq_hr[458],0.0
aq_hr[459],0.0
aq_hr[460],0.0
aq_hr[461],0.0
aq_hr[462],0.0
aq_hr[463],0.0
aq_hr[464],0.0
aq_hr[465],0.0
aq_hr[466],0.0
aq_hr[467],0.0
aq_hr[468],0.0
aq_hr[469],0.0
aq_hr[470],0.0
aq_hr[471],0.0
aq_hr[472],0.0
aq_hr[473],0.0
aq_hr[474],0.0
aq_hr[475],0.0
aq_hr[476],0.0
aq_hr[477],0.0
aq_hr[478],0.0
aq_hr[479],0.0
aq_hr[480],0.0
aq_hr[481],0.0
aq_hr[482],0.0
aq_hr[483],0.0
aq_hr[484],0.0
aq_hr[485],0.0
aq_hr[486],0.0
aq_hr[487],0.0
aq_hr[488],0.0
aq_hr[489],0.0
aq_hr[490],0.0
aq_hr[491],0.0
aq_hr[492],0.0
aq_hr[493],0.0
aq_hr[494],0.0
aq_hr[495],0.0
aq_hr[496],0.0
aq_hr[497],0.0
aq_hr[498],0.0
aq_hr[499],0.0
aq_hr[500],0.0
aq_hr[501],0.0
aq_hr[502],0.0
aq_hr[503],0.0
aq_hr[504],0.0
aq_hr[505],0.0
aq_hr[506],0.0
aq_hr[507],0.0
aq_hr[508],0.0
aq_hr[509],0.0
aq_hr[510],0.0
aq_hr[511],0.0
aq_hr[512],0.0
aq_hr[513],0.0
aq_hr[514],0.0
aq_hr[515],0.0
aq_hr[516],0.0
aq_hr[517],0.0
aq_hr[518],0.0
aq_hr[519],0.0
aq_hr[520],0.0
aq_hr[521],0.0
aq_hr[522],0.0
aq_hr[523],0.0
aq_hr[524],0.0
aq_hr[525],0.0
aq_hr[526],0.0
aq_hr[527],0.0
aq_hr[528],0.0
aq_hr[529],0.0
aq_hr[530],0.0
aq_hr[531],0.0
aq_hr[532],0.0
aq_hr[533],0.0
aq_hr[534],0.0
aq_hr[535],0.0
aq_hr[536],0.0
aq_hr[537],0.0
aq_hr[538],0.0
aq_hr[539],0.0
aq_hr[540],0.0
aq_hr[541],0.0
aq_hr[542],0.0
aq_hr[543],0.0
aq_hr[544],0.0
aq_hr[545],0.0
aq_hr[546],0.0
aq_hr[547],0.0
aq_hr[548],0.0
aq_hr[549],0.0
aq_hr[550],0.0
aq_hr[551],0.0
aq_hr[552],0.0
aq_hr[553],0.0
aq_hr[554],0.0
aq_hr[555],0.0
aq_hr[556],0.0
aq_hr[557],0.0
aq_hr[558],0.0
aq_hr[559],0.0
aq_hr[560],0.0
aq_hr[561],0.0
aq_hr[562],0.0
aq_hr[563],0.0
aq_hr[564],0.0
aq_hr[565],0.0
aq_hr[566],0.0
aq_hr[567],0.0
aq_hr[568],0.0
aq_hr[569],0.0
aq_hr[570],0.0
aq_hr[571],0.0
aq_hr[572],0.0
aq_hr[573],0.0
aq_hr[574],0.0
aq_hr[575],0.0
aq_hr[576],0.0
aq_hr[577],0.0
aq_hr[578],0.0
aq_hr[579],0.0
aq_hr[580],0.0
aq_hr[581],0.0
aq_hr[582],0.0
aq_hr[583],0.0
aq_hr[584],0.0
aq_hr[585],0.0
aq_hr[586],0.0
aq_hr[587],0.0
aq_hr[588],0.0
aq_hr[589],0.0
aq_hr[590],0.0
aq_hr[591],0.0
aq_hr[592],0.0
aq_hr[593],0.0
aq_hr[594],0.0
aq_hr[595],0.0
aq_hr[596],0.0
aq_hr[597],0.0
aq_hr[598],0.0
aq_hr[599],0.0
aq_hr[600],0.0
aq_hr[601],0.0
aq_hr[602],0.0
aq_hr[603],0.0
aq_hr[604],0.0
aq_hr[605],0.0
aq_hr[606],0.0
aq_hr[607],0.0
aq_hr[608],0.0
aq_hr[609],0.0
aq_hr[610],0.0
